Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,59%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,89%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,80%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,17%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,99%
Control               C4. Da sugerencia u orientación           4%        11%                   11,44%
Evaluación            C5. Da opiniones                         21%        40%                   12,26%
Comunicación          C6. Da información                       14%        30%                   19,07%
Comunicación          C7. Pide información                      2%        11%                    6,27%
Evaluación            C8. Pide opinión                          1%         9%                    5,99%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,27%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,54%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,95%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,03%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,82%
Control               C4. Da sugerencia u orientación           4%        11%                   13,19%
Evaluación            C5. Da opiniones                         21%        40%                    9,52%
Comunicación          C6. Da información                       14%        30%                   26,74%
Comunicación          C7. Pide información                      2%        11%                    5,13%
Evaluación            C8. Pide opinión                          1%         9%                    7,69%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,37%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,37%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,20%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,58%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,18%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    8,54%
Control               C4. Da sugerencia u orientación           4%        11%                    8,85%
Evaluación            C5. Da opiniones                         21%        40%                    9,94%
Comunicación          C6. Da información                       14%        30%                   26,86%
Comunicación          C7. Pide información                      2%        11%                    3,11%
Evaluación            C8. Pide opinión                          1%         9%                    5,75%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,47%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,48%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: “PE16_TP5_G02”.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,57%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,69%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,69%
Control               C4. Da sugerencia u orientación           4%        11%                   11,60%
Evaluación            C5. Da opiniones                         21%        40%                   10,07%
Comunicación          C6. Da información                       14%        30%                   25,60%
Comunicación          C7. Pide información                      2%        11%                    5,03%
Evaluación            C8. Pide opinión                          1%         9%                    6,35%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,66%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,88%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,88%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,44%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,16%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,51%
Control               C4. Da sugerencia u orientación           4%        11%                    6,39%
Evaluación            C5. Da opiniones                         21%        40%                   12,02%
Comunicación          C6. Da información                       14%        30%                   27,62%
Comunicación          C7. Pide información                      2%        11%                    5,37%
Evaluación            C8. Pide opinión                          1%         9%                    7,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,02%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,26%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,53%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,03%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,93%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,62%
Control               C4. Da sugerencia u orientación           4%        11%                   12,68%
Evaluación            C5. Da opiniones                         21%        40%                   16,90%
Comunicación          C6. Da información                       14%        30%                   25,35%
Comunicación          C7. Pide información                      2%        11%                    4,93%
Evaluación            C8. Pide opinión                          1%         9%                    5,28%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,70%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,76%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,82%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,32%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,53%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,50%
Control               C4. Da sugerencia u orientación           4%        11%                    8,78%
Evaluación            C5. Da opiniones                         21%        40%                    9,35%
Comunicación          C6. Da información                       14%        30%                   29,01%
Comunicación          C7. Pide información                      2%        11%                    5,73%
Evaluación            C8. Pide opinión                          1%         9%                    4,96%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,95%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,15%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,72%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP4_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,02%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,36%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   18,38%
Control               C4. Da sugerencia u orientación           4%        11%                   14,02%
Evaluación            C5. Da opiniones                         21%        40%                   14,33%
Comunicación          C6. Da información                       14%        30%                   23,05%
Comunicación          C7. Pide información                      2%        11%                    4,67%
Evaluación            C8. Pide opinión                          1%         9%                    4,05%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,25%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,31%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwceXI-D-ZGwjPLwKh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   26,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,92%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    6,56%
Control               C4. Da sugerencia u orientación           4%        11%                    1,64%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    6,56%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                   54,10%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyGGmN2wK-eoo0lLNl4AaABAagBzoPFBg.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   50,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                   25,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                   25,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,64%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   17,13%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,23%
Control               C4. Da sugerencia u orientación           4%        11%                    8,75%
Evaluación            C5. Da opiniones                         21%        40%                    8,39%
Comunicación          C6. Da información                       14%        30%                   17,55%
Comunicación          C7. Pide información                      2%        11%                    3,67%
Evaluación            C8. Pide opinión                          1%         9%                    4,14%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,88%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,38%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   22,18%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,18%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    6,18%
Control               C4. Da sugerencia u orientación           4%        11%                   10,55%
Evaluación            C5. Da opiniones                         21%        40%                   10,18%
Comunicación          C6. Da información                       14%        30%                   34,91%
Comunicación          C7. Pide información                      2%        11%                    3,64%
Evaluación            C8. Pide opinión                          1%         9%                    3,27%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,09%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,36%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   22,07%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,16%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    9,31%
Control               C4. Da sugerencia u orientación           4%        11%                   13,41%
Evaluación            C5. Da opiniones                         21%        40%                   11,07%
Comunicación          C6. Da información                       14%        30%                   22,66%
Comunicación          C7. Pide información                      2%        11%                    3,71%
Evaluación            C8. Pide opinión                          1%         9%                    2,86%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,59%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,24%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,93%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   27,97%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,76%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,39%
Control               C4. Da sugerencia u orientación           4%        11%                   10,84%
Evaluación            C5. Da opiniones                         21%        40%                    8,79%
Comunicación          C6. Da información                       14%        30%                   23,63%
Comunicación          C7. Pide información                      2%        11%                    3,65%
Evaluación            C8. Pide opinión                          1%         9%                    3,31%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,03%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,14%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,48%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   27,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,50%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,31%
Control               C4. Da sugerencia u orientación           4%        11%                    9,35%
Evaluación            C5. Da opiniones                         21%        40%                    8,40%
Comunicación          C6. Da información                       14%        30%                   21,76%
Comunicación          C7. Pide información                      2%        11%                    3,82%
Evaluación            C8. Pide opinión                          1%         9%                    2,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,57%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,19%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,76%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G2.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   28,07%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,36%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   17,54%
Control               C4. Da sugerencia u orientación           4%        11%                    7,02%
Evaluación            C5. Da opiniones                         21%        40%                    8,19%
Comunicación          C6. Da información                       14%        30%                   16,37%
Comunicación          C7. Pide información                      2%        11%                    3,51%
Evaluación            C8. Pide opinión                          1%         9%                    5,85%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,17%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,17%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,75%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G13b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,07%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,45%
Control               C4. Da sugerencia u orientación           4%        11%                    9,47%
Evaluación            C5. Da opiniones                         21%        40%                    7,64%
Comunicación          C6. Da información                       14%        30%                   23,76%
Comunicación          C7. Pide información                      2%        11%                    4,16%
Evaluación            C8. Pide opinión                          1%         9%                    3,59%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,10%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,84%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   25,33%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,61%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    5,92%
Control               C4. Da sugerencia u orientación           4%        11%                   10,86%
Evaluación            C5. Da opiniones                         21%        40%                    9,87%
Comunicación          C6. Da información                       14%        30%                   34,21%
Comunicación          C7. Pide información                      2%        11%                    1,64%
Evaluación            C8. Pide opinión                          1%         9%                    4,93%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,33%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,99%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,32%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G12b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,75%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   14,23%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,55%
Control               C4. Da sugerencia u orientación           4%        11%                   13,80%
Evaluación            C5. Da opiniones                         21%        40%                    8,17%
Comunicación          C6. Da información                       14%        30%                   22,68%
Comunicación          C7. Pide información                      2%        11%                    4,51%
Evaluación            C8. Pide opinión                          1%         9%                    3,66%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,42%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,27%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,97%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   25,75%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,80%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,86%
Control               C4. Da sugerencia u orientación           4%        11%                    9,43%
Evaluación            C5. Da opiniones                         21%        40%                    4,37%
Comunicación          C6. Da información                       14%        30%                   22,76%
Comunicación          C7. Pide información                      2%        11%                    4,14%
Evaluación            C8. Pide opinión                          1%         9%                    4,14%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,23%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,15%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   23,81%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,26%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,96%
Control               C4. Da sugerencia u orientación           4%        11%                    9,79%
Evaluación            C5. Da opiniones                         21%        40%                    8,20%
Comunicación          C6. Da información                       14%        30%                   26,46%
Comunicación          C7. Pide información                      2%        11%                    4,50%
Evaluación            C8. Pide opinión                          1%         9%                    2,38%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,32%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,79%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   26,09%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,87%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,22%
Control               C4. Da sugerencia u orientación           4%        11%                   10,38%
Evaluación            C5. Da opiniones                         21%        40%                    7,63%
Comunicación          C6. Da información                       14%        30%                   22,98%
Comunicación          C7. Pide información                      2%        11%                    3,73%
