Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,62%
Control               C4. Da sugerencia u orientación           4%        11%                    9,27%
Evaluación            C5. Da opiniones                         21%        40%                    3,67%
Comunicación          C6. Da información                       14%        30%                   10,14%
Comunicación          C7. Pide información                      2%        11%                    6,99%
Evaluación            C8. Pide opinión                          1%         9%                    4,37%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,45%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,80%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP4_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,31%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,15%
Control               C4. Da sugerencia u orientación           4%        11%                    9,55%
Evaluación            C5. Da opiniones                         21%        40%                    5,53%
Comunicación          C6. Da información                       14%        30%                   17,34%
Comunicación          C7. Pide información                      2%        11%                    9,30%
Evaluación            C8. Pide opinión                          1%         9%                    4,02%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,76%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,51%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,26%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,31%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,31%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,08%
Control               C4. Da sugerencia u orientación           4%        11%                    8,62%
Evaluación            C5. Da opiniones                         21%        40%                    4,31%
Comunicación          C6. Da información                       14%        30%                   10,15%
Comunicación          C7. Pide información                      2%        11%                    8,00%
Evaluación            C8. Pide opinión                          1%         9%                    4,92%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,46%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,62%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,23%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,60%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,80%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,40%
Control               C4. Da sugerencia u orientación           4%        11%                    5,60%
Evaluación            C5. Da opiniones                         21%        40%                    8,40%
Comunicación          C6. Da información                       14%        30%                   14,40%
Comunicación          C7. Pide información                      2%        11%                    3,60%
Evaluación            C8. Pide opinión                          1%         9%                    4,40%
Control               C9. Pide sugerencia u orientación         0%         5%                    4,40%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,20%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,20%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP4_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,34%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,78%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,58%
Control               C4. Da sugerencia u orientación           4%        11%                    8,59%
Evaluación            C5. Da opiniones                         21%        40%                    7,90%
Comunicación          C6. Da información                       14%        30%                   16,49%
Comunicación          C7. Pide información                      2%        11%                    7,90%
Evaluación            C8. Pide opinión                          1%         9%                    5,50%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,41%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,41%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,34%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,55%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,63%
Control               C4. Da sugerencia u orientación           4%        11%                   10,34%
Evaluación            C5. Da opiniones                         21%        40%                    6,96%
Comunicación          C6. Da información                       14%        30%                   12,13%
Comunicación          C7. Pide información                      2%        11%                    6,76%
Evaluación            C8. Pide opinión                          1%         9%                    6,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,59%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,77%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,17%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP4_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,98%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,96%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,00%
Control               C4. Da sugerencia u orientación           4%        11%                   10,42%
Evaluación            C5. Da opiniones                         21%        40%                    3,29%
Comunicación          C6. Da información                       14%        30%                   12,25%
Comunicación          C7. Pide información                      2%        11%                    7,50%
Evaluación            C8. Pide opinión                          1%         9%                    5,85%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,37%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,74%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,65%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP4_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,24%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,51%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,43%
Control               C4. Da sugerencia u orientación           4%        11%                   10,65%
Evaluación            C5. Da opiniones                         21%        40%                    6,51%
Comunicación          C6. Da información                       14%        30%                   12,13%
Comunicación          C7. Pide información                      2%        11%                    6,51%
Evaluación            C8. Pide opinión                          1%         9%                    5,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,66%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,48%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,96%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,30%


Nombre del grupo: PE16_TP5_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,08%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,90%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,34%
Control               C4. Da sugerencia u orientación           4%        11%                    8,45%
Evaluación            C5. Da opiniones                         21%        40%                    5,99%
Comunicación          C6. Da información                       14%        30%                   14,17%
Comunicación          C7. Pide información                      2%        11%                    3,81%
Evaluación            C8. Pide opinión                          1%         9%                    5,45%
Control               C9. Pide sugerencia u orientación         0%         5%                    3,27%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,90%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,63%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,09%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,30%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,16%
Control               C4. Da sugerencia u orientación           4%        11%                    6,59%
Evaluación            C5. Da opiniones                         21%        40%                    7,69%
Comunicación          C6. Da información                       14%        30%                   11,36%
Comunicación          C7. Pide información                      2%        11%                    7,33%
Evaluación            C8. Pide opinión                          1%         9%                    5,49%
Control               C9. Pide sugerencia u orientación         0%         5%                    3,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,83%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    5,86%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,48%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   12,42%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,73%
Control               C4. Da sugerencia u orientación           4%        11%                    8,85%
Evaluación            C5. Da opiniones                         21%        40%                    3,42%
Comunicación          C6. Da información                       14%        30%                   12,58%
Comunicación          C7. Pide información                      2%        11%                    6,83%
Evaluación            C8. Pide opinión                          1%         9%                    2,95%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,62%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,02%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,11%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: “PE16_TP5_G02”.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,16%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,56%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,88%
Control               C4. Da sugerencia u orientación           4%        11%                    8,53%
Evaluación            C5. Da opiniones                         21%        40%                    5,91%
Comunicación          C6. Da información                       14%        30%                   12,25%
Comunicación          C7. Pide información                      2%        11%                    5,03%
Evaluación            C8. Pide opinión                          1%         9%                    6,35%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,63%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,06%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,63%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,18%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,04%
Control               C4. Da sugerencia u orientación           4%        11%                    4,60%
Evaluación            C5. Da opiniones                         21%        40%                    4,86%
Comunicación          C6. Da información                       14%        30%                   13,81%
Comunicación          C7. Pide información                      2%        11%                    6,14%
Evaluación            C8. Pide opinión                          1%         9%                    3,07%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,02%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,81%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,56%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,17%
Control               C4. Da sugerencia u orientación           4%        11%                    8,10%
Evaluación            C5. Da opiniones                         21%        40%                    8,80%
Comunicación          C6. Da información                       14%        30%                   17,96%
Comunicación          C7. Pide información                      2%        11%                   10,21%
Evaluación            C8. Pide opinión                          1%         9%                    4,23%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,76%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,87%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,23%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP5_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,55%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,53%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,88%
Control               C4. Da sugerencia u orientación           4%        11%                    9,16%
Evaluación            C5. Da opiniones                         21%        40%                    2,86%
Comunicación          C6. Da información                       14%        30%                   13,55%
Comunicación          C7. Pide información                      2%        11%                    8,40%
Evaluación            C8. Pide opinión                          1%         9%                    4,58%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,34%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,63%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,53%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP4_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,46%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,30%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,09%
Control               C4. Da sugerencia u orientación           4%        11%                   10,28%
Evaluación            C5. Da opiniones                         21%        40%                    7,48%
Comunicación          C6. Da información                       14%        30%                   12,46%
Comunicación          C7. Pide información                      2%        11%                    5,30%
Evaluación            C8. Pide opinión                          1%         9%                    5,61%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,80%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,05%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwceXI-D-ZGwjPLwKh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,59%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   67,21%
Control               C4. Da sugerencia u orientación           4%        11%                    1,64%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    1,64%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,64%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyGGmN2wK-eoo0lLNl4AaABAagBzoPFBg.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                  100,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,48%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   18,27%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,66%
Control               C4. Da sugerencia u orientación           4%        11%                    7,45%
Evaluación            C5. Da opiniones                         21%        40%                    2,28%
Comunicación          C6. Da información                       14%        30%                    3,93%
Comunicación          C7. Pide información                      2%        11%                    4,30%
Evaluación            C8. Pide opinión                          1%         9%                    3,57%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,07%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,73%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,26%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,09%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,82%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   42,18%
Control               C4. Da sugerencia u orientación           4%        11%                   10,91%
Evaluación            C5. Da opiniones                         21%        40%                    3,27%
Comunicación          C6. Da información                       14%        30%                    4,00%
Comunicación          C7. Pide información                      2%        11%                    6,18%
Evaluación            C8. Pide opinión                          1%         9%                    4,36%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,82%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,27%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,78%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,68%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,69%
Control               C4. Da sugerencia u orientación           4%        11%                    7,68%
Evaluación            C5. Da opiniones                         21%        40%                    3,84%
Comunicación          C6. Da información                       14%        30%                    5,21%
Comunicación          C7. Pide información                      2%        11%                    5,86%
Evaluación            C8. Pide opinión                          1%         9%                    2,93%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,17%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,65%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,07%


Nombre del grupo: PE16_L2_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,61%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,65%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   54,79%
Control               C4. Da sugerencia u orientación           4%        11%                    3,20%
Evaluación            C5. Da opiniones                         21%        40%                    3,08%
Comunicación          C6. Da información                       14%        30%                    1,83%
Comunicación          C7. Pide información                      2%        11%                    5,37%
Evaluación            C8. Pide opinión                          1%         9%                    3,20%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,48%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,63%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,17%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,65%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,69%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   52,29%
Control               C4. Da sugerencia u orientación           4%        11%                    5,34%
Evaluación            C5. Da opiniones                         21%        40%                    2,67%
Comunicación          C6. Da información                       14%        30%                    1,34%
Comunicación          C7. Pide información                      2%        11%                    3,63%
Evaluación            C8. Pide opinión                          1%         9%                    3,24%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,34%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,91%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,91%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G2.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   22,22%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,70%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,43%
Control               C4. Da sugerencia u orientación           4%        11%                    6,43%
Evaluación            C5. Da opiniones                         21%        40%                    3,51%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    5,26%
Evaluación            C8. Pide opinión                          1%         9%                    5,26%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,17%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,09%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,92%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_LT1_G13b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,86%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,86%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   50,71%
Control               C4. Da sugerencia u orientación           4%        11%                    6,66%
Evaluación            C5. Da opiniones                         21%        40%                    2,49%
Comunicación          C6. Da información                       14%        30%                    3,06%
Comunicación          C7. Pide información                      2%        11%                    4,49%
Evaluación            C8. Pide opinión                          1%         9%                    4,04%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,69%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,16%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,96%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,51%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   43,09%
Control               C4. Da sugerencia u orientación           4%        11%                   12,83%
Evaluación            C5. Da opiniones                         21%        40%                    4,61%
Comunicación          C6. Da información                       14%        30%                    8,55%
Comunicación          C7. Pide información                      2%        11%                    6,25%
Evaluación            C8. Pide opinión                          1%         9%                    3,95%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,33%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,66%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,64%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G12b.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,63%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   14,08%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,31%
Control               C4. Da sugerencia u orientación           4%        11%                    7,61%
Evaluación            C5. Da opiniones                         21%        40%                    3,52%
Comunicación          C6. Da información                       14%        30%                    5,21%
Comunicación          C7. Pide información                      2%        11%                    4,37%
Evaluación            C8. Pide opinión                          1%         9%                    3,94%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,56%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,24%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,38%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,14%


Nombre del grupo: PE16_L2_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,03%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,03%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   57,01%
Control               C4. Da sugerencia u orientación           4%        11%                    4,37%
Evaluación            C5. Da opiniones                         21%        40%                    0,92%
Comunicación          C6. Da información                       14%        30%                    0,69%
Comunicación          C7. Pide información                      2%        11%                    5,06%
Evaluación            C8. Pide opinión                          1%         9%                    4,14%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,15%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,07%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,61%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,26%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   51,32%
Control               C4. Da sugerencia u orientación           4%        11%                    5,03%
Evaluación            C5. Da opiniones                         21%        40%                    1,59%
Comunicación          C6. Da información                       14%        30%                    1,32%
Comunicación          C7. Pide información                      2%        11%                    6,61%
Evaluación            C8. Pide opinión                          1%         9%                    1,59%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,17%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,85%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_L2_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,49%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,78%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   53,50%
Control               C4. Da sugerencia u orientación           4%        11%                    6,48%
Evaluación            C5. Da opiniones                         21%        40%                    1,42%
Comunicación          C6. Da información                       14%        30%                    2,48%
Comunicación          C7. Pide información                      2%        11%                    5,32%
